"COLECTIVO","PROGRAMA","CIF","ENTIDAD","PROYECTO","IMPORTE",,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","R-02801739-J","ADORATRICES ESCLAVAS DEL SANTÍSIMO SACRAMENTO Y DE LA CARIDAD. PROVINCIA ESPAÑA. CURIA PROVINCIAL.","INTEGRACIÓN SOCIAL Y APOYO A LA MUJER EN SITUACIÓN DE MARGINACIÓN O EXCLUSIÓN SOCIAL, PROSTITUCIÓN Y TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL",140000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-48181200","ASOCIACIÓN CLARA CAMPOAMOR","ATENCIÓN JURÍDICA (FAMILIA-PENAL) Y PSICOLÓGICA A MUJERES VÍCTIMAS DE MALOS TRATOS Y/O DE DELITOS CONTRA LA LIBERTAD SEXUAL",127857,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-78777455","ASOCIACIÓN DE MUJERES JURISTAS THEMIS","SERVICIO DE ASISTENCIA JURÍDICO-PROCESAL PARA MUJERES SEPARADAS O DIVORCIADAS O MADRES SOLTERAS QUE SUFREN VIOLENCIA ECONÓMICA- PATRIMONIAL Y NO COBRAN LAS PENSIONES ESTABLECIDAS EN RESOLUCIÓN JUDICIAL",169975,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-78777455","ASOCIACIÓN DE MUJERES JURISTAS THEMIS","ASISTENCIA JURÍDICA PARA MUJERES VÍCTIMAS DE MALOS TRATOS POR PARTE DE MARIDOS O COMPAÑEROS",173975,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-78777455","ASOCIACIÓN DE MUJERES JURISTAS THEMIS","ASISTENCIA JURÍDICO-PROCESAL PARA MUJERES Y NIÑAS VÍCTIMAS DE TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL Y DELITOS CONTRA LA LIBERTAD SEXUAL",63975,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-78777455","ASOCIACIÓN DE MUJERES JURISTAS THEMIS","VIOLENCIA FAMILIAR: ASISTENCIA JURÍDICO-PROCESAL PARA LA DEFENSA DE MUJERES SEPARADAS, DIVORCIADAS O MADRES SOLTERAS CUYOS PADRES NO CUMPLEN LAS OBLIGACIONES NO ECONÓMICAS FIJADAS EN SENTENCIA",47975,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-11278066","ASOCIACIÓN DE MUJERES PROGRESISTAS ""VICTORIA KENT""","ACTUACIÓN INTEGRAL ANTE SITUACIONES DE VIOLENCIA DIRIGIDO A LAS MUJERES QUE EJERCEN LA PROSTITUCIÓN",43725,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-11278066","ASOCIACIÓN DE MUJERES PROGRESISTAS ""VICTORIA KENT""","PREVENCIÓN Y TRATAMIENTO DE VIOLENCIA DE GÉNERO EN MUJERES EXTRANJERAS VULNERABLES",38725,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-28696409","ASOCIACIÓN ESPAÑOLA DE MUJERES SEPARADAS Y DIVORCIADAS ""CARMEN GARCÍA CASTELLÓN""","INTERVENCIÓN CON FAMILIAS EN SITUACIÓN DE RIESGO Y/O VIOLENCIA",56027,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-59970657","ASOCIACIÓN INSTITUTO PARA LA PROMOCIÓN SOCIAL Y DE LA SALUD IPSS","CONSOLIDACIÓN DEL CAMBIO INICIADO EN MUJERES VÍCTIMAS DE LA VIOLENCIA DESDE UNA PERSPECTIVA DE ATENCIÓN INTEGRAL",52985,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-59970657","ASOCIACIÓN INSTITUTO PARA LA PROMOCIÓN SOCIAL Y DE LA SALUD IPSS","PISOS SOCIALES COMPARTIDOS Y FAMILIAS DE ACOGIDA PARA MUJERES QUE SUFREN O HAN SUFRIDO VIOLENCIA EN LA PAREJA Y/O FAMILIAR",44077,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-24061707","ASOCIACIÓN LEONESA SIMONE DE BEAUVOIR","GESTIÓN CENTRO DE ACOGIDA PARA MUJERES VÍCTIMAS DE VIOLENCIA",57247,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-78571833","ASOCIACIÓN MUJERES PARA LA SALUD","TRATAMIENTO PSICOLÓGICO E INFORMES A MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO",59450,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79414082","ASOCIACIÓN PARA LA PREVENCIÓN REINSERCIÓN Y ATENCIÓN A LA MUJER PROSTITUIDA","PISO DE ESTANCIAS BREVES",90350,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79414082","ASOCIACIÓN PARA LA PREVENCIÓN REINSERCIÓN Y ATENCIÓN A LA MUJER PROSTITUIDA","UNIDAD MÓVIL",45000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79414082","ASOCIACIÓN PARA LA PREVENCIÓN REINSERCIÓN Y ATENCIÓN A LA MUJER PROSTITUIDA","CENTROS DE ACOGIDA",355000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79414082","ASOCIACIÓN PARA LA PREVENCIÓN REINSERCIÓN Y ATENCIÓN A LA MUJER PROSTITUIDA","PISO DE ATENCIÓN A MUJERES VÍCTIMAS DE TRÁFICO Y EXPLOTACIÓN SEXUAL",145000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-60729084","ASSISTÈNCIA I GESTIÓ INTEGRAL, FUNDACIÓ PRIVADA","PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES Y A PRESTARLES ASISTENCIA INTEGRAL (ISAD)",20000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-60729084","ASSISTÈNCIA I GESTIÓ INTEGRAL, FUNDACIÓ PRIVADA","CENTRO DE EMERGENCIAS PARA PREVENIR LA VIOLENCIA QUE SUFREN LAS MUJERES (DOS CENTROS)",20000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","R-02800560-A","CÁRITAS ESPAÑOLA","PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN), Y DELITOS CONTRA LA LIBERTAD SEXUAL",104000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-28917383","COMISIÓN PARA LA INVESTIGACIÓN DE MALOS TRATOS A MUJERES","ATENCIÓN INTEGRAL A LA MUJER MALTRATADA",260000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-80409105","CONFEDERACIÓN NACIONAL DE MUJERES EN IGUALDAD","CASAS DE ACOGIDA PARA MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO",388000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","Q-02866001-G","CRUZ ROJA ESPAÑOLA","ACOGIMIENTO, ATENCIÓN Y ASESORAMIENTO PARA MUJERES EN SITUACIÓN DE PRECARIEDAD",255500,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-61266649","DONES AMB EMPENTA","EQUIPO DE ATENCIÓN DE PROXIMIDAD A LAS MUJERES",14460,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-58410846","EL SAFAREIG GRUP DE DONES FEMINISTES DE CERDANYOLA","SERVICIO ONLINE Y PRESENCIAL ESPECIALIZADO EN LA ATENCIÓN DE VIOLENCIA MACHISTA",10000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-80271588","FEDERACIÓN DE ASOCIACIONES DE ASISTENCIA A MUJERES VIOLADAS","ASISTENCIA INTEGRAL A VÍCTIMAS DE LA VIOLENCIA SEXUAL",434500,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-80271588","FEDERACIÓN DE ASOCIACIONES DE ASISTENCIA A MUJERES VIOLADAS","ASISTENCIA INTEGRAL A VÍCTIMAS DE LA VIOLENCIA DOMÉSTICA",147500,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","V-38374468","FEDERACIÓN DE ASOCIACIONES DE MUJERES ARENA Y LAURISILVA","PISOS TUTELADOS PARA MUJERES VÍCTIMAS DE MALOS TRATOS",146000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","V-38374468","FEDERACIÓN DE ASOCIACIONES DE MUJERES ARENA Y LAURISILVA","CENTRO DE INFORMACIÓN Y ASESORAMIENTO A LA MUJER",39558,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","V-38374468","FEDERACIÓN DE ASOCIACIONES DE MUJERES ARENA Y LAURISILVA","CENTRO DE ASESORAMIENTO, APOYO Y SEGUIMIENTO PARA LAS MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO",56000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-47082086","FEDERACIÓN DE ASOCIACIONES DE MUJERES PROGRESISTAS DE LA COMUNIDAD DE CASTILLA Y LEÓN","INFORMACIÓN, ORIENTACIÓN Y ASESORAMIENTO, LA DERIVACIÓN A RECURSOS ESPECÍFICOS Y COORDINACIÓN CON LOS MISMOS, DE ATENCIÓN PSICOLÓGICA, DE APOYO SOCIAL, Y DE ASISTENCIA JURÍDICA A MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO",20000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-78764966","FEDERACIÓN DE MUJERES PROGRESISTAS","PREVENCIÓN Y ERRADICACIÓN DE LA VIOLENCIA DE GÉNERO",417763,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-14294722","FEDERACIÓN MUJERES PROGRESISTAS DE ANDALUCÍA","ATENCIÓN Y APOYO A MUJERES QUE EJERCEN LA PROSTITUCIÓN",103089,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79137675","FEDERACIÓN NACIONAL DE ASOCIACIONES DE MUJERES SEPARADAS Y DIVORCIADAS","MANTENIMIENTO DEL CENTRO DE ATENCIÓN, RECUPERACIÓN Y REINSERCIÓN DE MUJERES MALTRATADAS",644250,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79137675","FEDERACIÓN NACIONAL DE ASOCIACIONES DE MUJERES SEPARADAS Y DIVORCIADAS","SERVICIO DE ASESORÍA, INFORMACIÓN Y ATENCIÓN INTEGRAL A MUJERES MALTRATADAS",59000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-92029123","FUNDACIÓN ANNA O","ASISTENCIA INTEGRAL A MUJERES EN CRISIS O DIFICULTAD SOCIAL",90000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-73600553","FUNDACIÓN CEPAIM ACCIÓN INTEGRAL CON MIGRANTES","SALIR ADELANTE: SENSIBILIZACIÓN CONTRA LA VIOLENCIA DOMÉSTICA DE LAS MUJERES INMIGRADAS",20000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-91397570","FUNDACIÓN CRUZ BLANCA","ATENCIÓN A MUJER VULNERABLE Y VÍCTIMA DE TRATAS CON FINES DE EXPLOTACIÓN SEXUAL",15000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-84913946","FUNDACIÓN DE SOLIDARIDAD AMARANTA","ATENCIÓN A MUJERES EN CONTEXTOS DE PROSTITUCIÓN Y/O VÍCTIMAS DE TRATA CON FINES DE EXPLOTACIÓN SEXUAL",20000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-64203045","FUNDACIÓN IGENUS","INFORMACIÓN, ORIENTACIÓN Y ASESORAMIENTO INTEGRAL A MUJERES AUTÓCTONAS E INMIGRANTES VÍCTIMAS DE GÉNERO, DELITOS CONTRA LA LIBERTAD SEXUAL Y DE TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL FACILITANDO SU INSERCIÓN SOCIOLABORAL",25000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-64147184","FUNDACIÓN INSTITUTO DE REINSERCIÓN SOCIAL","ACCIONES CONTRA LA VIOLENCIA FAMILIAR Y DE GÉNERO",53020,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-64147184","FUNDACIÓN INSTITUTO DE REINSERCIÓN SOCIAL","PROSPECCIÓN ESTATAL DE LOS SERVICIOS DE APOYO A LA MARENTALIDAD POSITIVA DE LAS MADRES VÍCTIMAS DE VIOLENCIA MACHISTA Y DE ATENCIÓN PSICOEDUCATIVA A SUS HIJOS E HIJAS COMO VÍCTIMAS DE VIOLENCIA MACHISTA",19633,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-12576112","FUNDACIÓN ISONOMÍA","PROYECTO DE ATENCIÓN PSICOLÓGICA ITINERANTE A MUJERES VÍCTIMAS DE VIOLENCIA DE GÉNERO",30000,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79126611","INSTITUTO PARA LA PROMOCIÓN DE SERVICIOS SOCIALES ESPECIALIZADOS","INTEGRACIÓN SOCIAL PARA MUJERES VÍCTIMAS DE PROSTITUCIÓN Y TRATA CON FINES DE EXPLOTACIÓN SEXUAL",67615,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-79408852","MÉDICOS DEL MUNDO","ACERCAMIENTO Y ATENCIÓN SOCIOSANITARIA A PERSONAS EN SITUACIÓN DE PROSTITUCIÓN, CON ESPECIAL ÉNFASIS EN EL COLECTIVO DE MUJERES",188642,,,
"MUJERES","PROGRAMAS DIRIGIDOS A PREVENIR Y ERRADICAR LA VIOLENCIA CONTRA LAS MUJERES, EN TODAS SUS MANIFESTACIONES: VIOLENCIA DE GÉNERO, TRÁFICO CON FINES DE EXPLOTACIÓN SEXUAL (PROSTITUCIÓN) Y DELITOS CONTRA LA LIBERTAD SEXUAL","G-28838001","MOVIMIENTO POR LA PAZ EL DESARME Y LA LIBERTAD","PUNTO DE INFORMACIÓN Y ASESORAMIENTO INTEGRAL PARA LA MUJER VÍCTIMA DE VIOLENCIA DE GÉNERO Y/O EN RIESGO DE EXCLUSIÓN SOCIAL",86000,,,
"PERSONAS MAYORES","ATENCIÓN PERSONAL, ATENCIÓN NOCTURNA, SERVICIOS DE RESPIRO Y APOYO A FAMILIAS Y ADAPTACIÓN DE VIVIENDA","G-14028427","ASOCIACIÓN BENÉFICO-SOCIAL EL SALVADOR","TELEMEDICINA EN LA RESIDENCIA ""EL SALVADOR""",32400,,,
